ID;DNI;MATRICULA;KM_RECORRIDOS;NUMERO_ACELERONES;NUMERO_FRENAZOS;RPM_MEDIA;INICIO;FIN
3638;12345678A;5567JJL;175,346327;4;1;2830;2022-08-22 20:10:39.175;2022-08-22 20:26:52.380
3639;87654321V;3445DKM;183,853552;3;3;2623;2022-08-23 02:09:35.355;2022-08-23 02:39:31.884
3640;44678910Y;5567JJL;3,86142834;3;1;2773;2022-08-23 04:33:32.909;2022-08-23 04:44:08.033
3641;44678910Y;5567JJL;161,5419037;7;0;2876;2022-08-23 05:44:13.834;2022-08-23 05:50:25.588
3642;12345678A;3445DKM;189,5404451;4;6;2988;2022-08-23 06:24:01.561;2022-08-23 07:46:54.034
3643;12345678A;3445DKM;171,1332202;0;0;2698;2022-08-23 14:16:14.557;2022-08-23 15:17:06.689
3644;12345678A;3445DKM;179,4525134;1;5;2534;2022-08-24 02:09:37.359;2022-08-24 03:34:06.003
3645;12345678A;1125LLV;8,530444098;3;0;2871;2022-08-24 12:25:12.446;2022-08-24 14:10:37.547
3646;87654321V;3445DKM;87,48396543;4;2;2927;2022-08-24 22:52:30.179;2022-08-24 23:34:56.963
3647;44678910Y;3445DKM;133,0652116;4;0;2979;2022-08-25 07:20:04.814;2022-08-25 08:39:36.236
3648;12345678A;3445DKM;146,3131872;7;3;2571;2022-08-25 16:16:24.861;2022-08-25 18:11:45.936
3649;12345678A;5567JJL;21,25305132;2;2;2842;2022-08-26 01:21:38.576;2022-08-26 01:57:09.544
3650;87654321V;3445DKM;109,2898806;5;5;2958;2022-08-26 03:04:34.187;2022-08-26 04:07:25.079
3651;44678910Y;1125LLV;157,8961088;6;2;2994;2022-08-26 05:41:11.843;2022-08-26 07:03:49.939
3652;44678910Y;3445DKM;15,69030873;3;0;3074;2022-08-26 13:44:07.551;2022-08-26 14:54:43.780
3653;12345678A;1125LLV;50,2903926;6;0;2786;2022-08-26 23:01:32.220;2022-08-26 23:23:22.265
3654;12345678A;5567JJL;178,6056976;0;3;2983;2022-08-27 03:32:13.550;2022-08-27 04:29:12.922
3655;87654321V;1125LLV;54,66426795;0;6;2782;2022-08-27 06:19:28.949;2022-08-27 06:29:20.358
3656;44678910Y;3445DKM;144,6446333;2;6;2944;2022-08-27 10:48:23.513;2022-08-27 11:30:07.949
3657;44678910Y;3445DKM;120,3600306;5;5;2813;2022-08-27 14:30:33.013;2022-08-27 16:05:37.981
3658;12345678A;5567JJL;11,04350867;2;2;2862;2022-08-28 01:28:13.836;2022-08-28 03:13:37.132
3659;12345678A;5567JJL;38,45917647;6;7;3019;2022-08-28 06:27:02.627;2022-08-28 07:16:01.235
3660;87654321V;3445DKM;29,23260542;5;1;2831;2022-08-28 07:24:58.997;2022-08-28 08:47:26.062
3661;44678910Y;1125LLV;89,31901256;0;6;3082;2022-08-28 12:43:28.991;2022-08-28 13:44:42.538
3662;44678910Y;3445DKM;139,0349479;6;5;2701;2022-08-28 18:08:37.889;2022-08-28 19:04:55.449
3663;12345678A;1125LLV;128,312112;6;2;2741;2022-08-29 04:00:23.765;2022-08-29 05:03:41.828
3664;12345678A;5567JJL;58,06765179;0;1;2939;2022-08-29 08:55:38.889;2022-08-29 10:35:35.535
3665;87654321V;1125LLV;120,7471901;5;3;2595;2022-08-29 11:57:33.845;2022-08-29 12:31:30.124
3666;44678910Y;3445DKM;127,5507607;4;4;2510;2022-08-29 14:10:20.146;2022-08-29 15:39:19.962
3667;44678910Y;3445DKM;86,1214344;1;3;2897;2022-08-29 19:06:25.599;2022-08-29 20:40:31.178
3668;12345678A;5567JJL;70,37111282;2;3;2750;2022-08-29 23:53:18.656;2022-08-29 23:57:21.045
3669;12345678A;5567JJL;118,0108846;3;7;3062;2022-08-30 03:20:25.181;2022-08-30 04:33:24.214
3670;87654321V;3445DKM;81,14185959;1;3;2576;2022-08-30 07:07:54.781;2022-08-30 08:52:56.583
3671;44678910Y;5567JJL;112,5395426;0;4;2644;2022-08-30 10:06:11.399;2022-08-30 11:57:05.645
3672;44678910Y;5567JJL;13,28730227;1;1;2518;2022-08-30 19:32:11.473;2022-08-30 20:41:44.172
3673;12345678A;3445DKM;79,45212201;0;2;2541;2022-08-31 03:48:56.882;2022-08-31 04:24:03.349
3674;12345678A;3445DKM;84,54498848;6;5;2548;2022-08-31 08:16:14.086;2022-08-31 08:46:21.608
3675;12345678A;3445DKM;150,1211372;1;7;2581;2022-08-31 15:27:03.303;2022-08-31 15:42:39.101
3676;12345678A;1125LLV;117,7822572;4;1;3072;2022-08-31 22:51:05.931;2022-08-31 22:59:01.944
3677;12345678A;5567JJL;195,1125214;0;1;3078;2022-09-01 07:50:52.286;2022-09-01 09:12:08.339
3678;12345678A;5567JJL;52,39369519;6;1;2861;2022-09-01 18:21:04.797;2022-09-01 19:24:45.515
3679;87654321V;3445DKM;101,032235;0;5;2970;2022-09-02 05:41:22.430;2022-09-02 05:58:24.858
3680;44678910Y;5567JJL;155,4844439;6;2;3029;2022-09-02 11:22:15.677;2022-09-02 13:10:19.754
3681;44678910Y;5567JJL;150,8524229;2;1;2748;2022-09-02 23:38:37.412;2022-09-02 23:41:57.074
3682;12345678A;3445DKM;70,81259965;1;5;3089;2022-09-03 08:28:59.729;2022-09-03 08:37:12.593
3683;12345678A;3445DKM;113,6059394;6;1;2893;2022-09-03 15:01:55.531;2022-09-03 16:04:50.428
3684;12345678A;3445DKM;130,6021579;5;0;2995;2022-09-04 00:44:57.371;2022-09-04 02:06:19.102
3685;12345678A;1125LLV;194,0456931;6;0;2571;2022-09-04 05:26:18.990;2022-09-04 07:16:29.066
3686;87654321V;3445DKM;140,1687763;3;6;2676;2022-09-04 10:57:16.640;2022-09-04 12:33:45.232
3687;44678910Y;3445DKM;10,34124157;2;5;2529;2022-09-04 22:37:23.550;2022-09-04 23:41:55.067
3688;12345678A;3445DKM;66,32973441;5;4;2868;2022-09-05 01:45:28.951;2022-09-05 02:27:46.348
3689;12345678A;5567JJL;135,9429171;7;1;3074;2022-09-05 12:40:52.695;2022-09-05 14:17:48.361
3690;87654321V;3445DKM;134,6037403;7;3;2658;2022-09-05 18:06:40.639;2022-09-05 18:49:52.307
3691;44678910Y;1125LLV;108,7615973;2;0;3085;2022-09-05 22:19:26.565;2022-09-05 23:16:29.875
3692;44678910Y;3445DKM;183,3982334;4;7;2576;2022-09-06 10:13:24.293;2022-09-06 10:25:50.441
3693;12345678A;1125LLV;201,2762829;0;1;2789;2022-09-06 13:47:45.874;2022-09-06 14:22:09.385
3694;12345678A;5567JJL;157,5722904;2;4;3017;2022-09-06 18:50:04.509;2022-09-06 19:35:49.881
3695;87654321V;1125LLV;53,41121324;5;3;2614;2022-09-06 23:08:34.317;2022-09-06 23:09:38.276
3696;44678910Y;3445DKM;23,40927555;2;7;2797;2022-09-07 08:41:04.601;2022-09-07 09:46:16.148
3697;44678910Y;3445DKM;188,2721849;2;3;2735;2022-09-07 13:53:59.584;2022-09-07 14:02:38.048
3698;12345678A;5567JJL;31,80364214;4;7;2581;2022-09-07 21:49:31.261;2022-09-07 22:51:22.152
3699;12345678A;5567JJL;179,0610586;1;5;2613;2022-09-08 06:12:51.494;2022-09-08 06:21:24.770
3700;87654321V;3445DKM;174,6669906;6;2;3065;2022-09-08 16:27:26.443;2022-09-08 17:12:38.479
3701;44678910Y;1125LLV;108,4837833;7;3;3040;2022-09-08 19:27:13.591;2022-09-08 19:37:48.776
3702;44678910Y;3445DKM;193,9055771;0;0;2926;2022-09-09 04:53:19.554;2022-09-09 04:56:20.906
3703;12345678A;1125LLV;167,8528496;5;2;2877;2022-09-09 14:00:26.970;2022-09-09 15:48:27.495
3704;12345678A;5567JJL;164,9127023;7;1;2581;2022-09-10 01:37:26.909;2022-09-10 03:13:22.711
3705;87654321V;1125LLV;67,90779972;2;2;2985;2022-09-10 09:55:18.457;2022-09-10 11:23:41.842
3706;44678910Y;3445DKM;189,0338233;7;4;3009;2022-09-10 12:50:26.828;2022-09-10 13:32:41.009
3707;44678910Y;3445DKM;91,76543105;6;1;2585;2022-09-11 00:03:30.244;2022-09-11 01:31:39.093
3708;12345678A;5567JJL;170,5664179;4;2;2755;2022-09-11 11:58:34.850;2022-09-11 13:02:10.301
3709;12345678A;5567JJL;20,55921593;3;2;2950;2022-09-11 19:33:34.041;2022-09-11 20:57:27.483
3710;87654321V;3445DKM;90,9519566;2;3;2874;2022-09-12 03:21:05.241;2022-09-12 04:28:24.782
3711;44678910Y;5567JJL;30,90480596;3;2;2623;2022-09-12 07:21:32.222;2022-09-12 09:14:08.264
3712;44678910Y;5567JJL;159,4952794;2;6;2996;2022-09-12 12:42:11.612;2022-09-12 13:46:11.588
3713;12345678A;3445DKM;78,06109957;1;4;2808;2022-09-12 20:52:14.556;2022-09-12 21:29:03.366
3714;12345678A;3445DKM;187,7773189;5;3;2616;2022-09-13 05:10:52.023;2022-09-13 06:07:24.171
3715;12345678A;3445DKM;43,71395969;2;5;2542;2022-09-13 07:00:21.459;2022-09-13 08:29:46.933
3716;12345678A;1125LLV;43,56337884;2;1;2715;2022-09-13 10:44:58.598;2022-09-13 11:57:01.364
3717;12345678A;5567JJL;189,4765675;2;0;2867;2022-09-13 16:37:50.979;2022-09-13 16:59:47.846
3718;12345678A;5567JJL;168,838976;5;6;2784;2022-09-13 17:02:38.623;2022-09-13 17:11:35.776
3719;87654321V;3445DKM;198,9987618;5;6;2824;2022-09-13 21:16:10.136;2022-09-13 22:29:05.860
3720;44678910Y;5567JJL;65,45905207;7;1;2673;2022-09-14 01:30:18.882;2022-09-14 01:55:33.252
3721;44678910Y;5567JJL;32,1214537;4;5;2624;2022-09-14 01:58:54.799;2022-09-14 02:44:51.069
3722;12345678A;3445DKM;65,40791582;0;6;2723;2022-09-14 09:06:52.740;2022-09-14 09:32:32.607
3723;12345678A;3445DKM;56,40338881;5;4;2885;2022-09-14 14:23:40.362;2022-09-14 15:01:21.107
3724;12345678A;3445DKM;159,3235919;2;6;2675;2022-09-14 19:51:28.719;2022-09-14 20:45:03.242
3725;12345678A;1125LLV;70,87261343;5;5;2720;2022-09-15 02:33:38.978;2022-09-15 03:26:02.713
3726;87654321V;3445DKM;169,967822;5;6;2504;2022-09-15 06:27:01.966;2022-09-15 07:33:39.690
3727;44678910Y;3445DKM;136,6293374;7;6;2901;2022-09-15 08:20:05.254;2022-09-15 09:16:21.137
3728;12345678A;3445DKM;40,26461554;7;1;2758;2022-09-15 14:17:13.279;2022-09-15 15:17:10.587
3729;12345678A;5567JJL;55,44801437;3;0;2582;2022-09-15 18:01:08.868;2022-09-15 19:48:32.594
3730;87654321V;3445DKM;78,22623174;3;4;2918;2022-09-15 20:53:37.119;2022-09-15 22:20:19.061
3731;44678910Y;1125LLV;31,76635125;6;7;2888;2022-09-15 23:48:52.786;2022-09-16 00:17:21.560
3732;44678910Y;3445DKM;195,9368773;5;4;2712;2022-09-16 02:20:45.686;2022-09-16 04:10:16.579
3733;12345678A;1125LLV;29,46822653;6;7;2934;2022-09-16 08:39:05.252;2022-09-16 09:28:54.858
3734;12345678A;5567JJL;3,239064586;6;4;2671;2022-09-16 17:50:01.705;2022-09-16 18:27:02.036
3735;87654321V;1125LLV;142,2494991;2;2;2805;2022-09-16 20:48:55.985;2022-09-16 21:08:32.291
3736;44678910Y;3445DKM;92,09336123;7;7;2508;2022-09-17 07:18:36.359;2022-09-17 07:20:02.975
3737;44678910Y;3445DKM;175,9793899;3;5;3035;2022-09-17 10:03:30.269;2022-09-17 11:07:18.184
3738;12345678A;5567JJL;36,80222331;6;7;2868;2022-09-17 13:47:24.641;2022-09-17 13:56:08.192
3739;12345678A;5567JJL;40,80858369;4;5;2543;2022-09-17 20:53:14.988;2022-09-17 21:17:16.223
3740;87654321V;3445DKM;130,7420201;0;7;2533;2022-09-17 23:46:54.282;2022-09-18 01:40:12.813
3741;44678910Y;1125LLV;83,01406163;6;3;2787;2022-09-18 10:30:22.118;2022-09-18 10:30:58.156
3742;44678910Y;3445DKM;106,5434984;4;4;2573;2022-09-18 18:17:59.803;2022-09-18 18:42:11.486
3743;12345678A;1125LLV;39,64824956;4;7;2918;2022-09-19 01:09:38.255;2022-09-19 02:15:23.156
3744;12345678A;5567JJL;94,17446215;4;3;2936;2022-09-19 13:09:01.335;2022-09-19 13:25:46.956
3745;87654321V;1125LLV;131,7499993;2;5;2955;2022-09-19 19:44:33.838;2022-09-19 20:31:42.869
3746;44678910Y;3445DKM;87,64703624;2;2;2717;2022-09-20 00:13:02.607;2022-09-20 01:54:42.280
3747;44678910Y;3445DKM;27,10813357;1;3;2638;2022-09-20 02:03:52.206;2022-09-20 02:22:58.823
3748;12345678A;5567JJL;54,18713326;2;5;2983;2022-09-20 03:14:49.490;2022-09-20 04:27:38.126
3749;12345678A;5567JJL;3,617339182;4;7;3084;2022-09-20 12:04:48.737;2022-09-20 13:18:45.922
3750;87654321V;3445DKM;11,88423625;1;2;3011;2022-09-20 16:09:36.404;2022-09-20 16:23:13.987
3751;44678910Y;5567JJL;13,41184967;6;11;2708;2022-09-20 17:44:13.462;2022-09-20 19:01:13.509
3752;44678910Y;5567JJL;3,563876424;3;7;2970;2022-09-21 00:38:02.581;2022-09-21 02:07:49.573
3753;12345678A;3445DKM;193,2906802;0;7;2880;2022-09-21 11:40:41.819;2022-09-21 13:12:32.137
3754;12345678A;3445DKM;169,7654474;5;7;2548;2022-09-21 17:55:45.166;2022-09-21 18:15:58.860
3755;12345678A;3445DKM;88,07258619;4;3;2617;2022-09-22 02:14:48.650;2022-09-22 03:12:18.190
3756;12345678A;1125LLV;147,8309668;7;0;2892;2022-09-22 10:01:39.774;2022-09-22 10:42:28.242
3757;12345678A;5567JJL;91,19066462;5;6;2633;2022-09-22 10:46:33.328;2022-09-22 11:26:05.027
3758;12345678A;5567JJL;89,65096299;6;5;2522;2022-09-22 14:05:08.270;2022-09-22 14:26:04.214
3759;87654321V;3445DKM;191,7175138;1;7;2999;2022-09-22 15:04:38.978;2022-09-22 16:39:47.595
3760;44678910Y;5567JJL;92,75938977;0;6;2828;2022-09-23 03:39:39.861;2022-09-23 04:47:01.856
3761;44678910Y;5567JJL;194,5512902;3;3;2912;2022-09-23 07:53:26.914;2022-09-23 09:09:08.164
3762;12345678A;3445DKM;156,0147963;1;4;3015;2022-09-23 19:12:37.165;2022-09-23 19:38:02.421
3763;12345678A;3445DKM;131,0007775;4;2;2625;2022-09-24 01:08:43.895;2022-09-24 02:59:41.459
3764;12345678A;3445DKM;137,2210373;1;4;2833;2022-09-24 13:54:53.802;2022-09-24 14:57:58.945
3765;12345678A;1125LLV;39,86415837;0;2;2993;2022-09-24 20:29:59.546;2022-09-24 21:30:38.506
3766;87654321V;3445DKM;192,9192716;0;3;2715;2022-09-25 01:56:47.444;2022-09-25 02:01:52.603
3767;44678910Y;3445DKM;192,0287899;3;5;2918;2022-09-25 02:13:17.234;2022-09-25 03:47:30.495
3768;12345678A;3445DKM;101,9963118;5;0;2981;2022-09-25 12:00:55.369;2022-09-25 12:43:06.486
3769;12345678A;5567JJL;61,57134826;0;3;2905;2022-09-25 15:29:00.630;2022-09-25 15:56:31.262
3770;87654321V;3445DKM;135,7136563;6;4;2562;2022-09-25 17:36:04.994;2022-09-25 18:01:17.091
3771;44678910Y;1125LLV;30,48915532;5;0;2824;2022-09-26 03:01:07.360;2022-09-26 04:10:46.101
3772;44678910Y;3445DKM;163,5435893;2;1;3074;2022-09-26 05:03:03.363;2022-09-26 06:36:39.777
3773;12345678A;1125LLV;62,08607106;4;5;2558;2022-09-26 10:20:34.322;2022-09-26 10:37:49.397
3774;12345678A;5567JJL;94,69745872;3;2;2686;2022-09-26 21:21:56.155;2022-09-26 23:19:02.965
3775;87654321V;1125LLV;60,29265693;3;4;2740;2022-09-27 02:12:23.883;2022-09-27 02:14:34.438
3776;44678910Y;3445DKM;113,8737506;4;4;2788;2022-09-27 10:35:42.391;2022-09-27 11:24:05.672
3777;44678910Y;3445DKM;182,8907818;1;4;2833;2022-09-27 12:18:48.631;2022-09-27 13:44:49.755
3778;12345678A;5567JJL;80,79209821;5;2;2987;2022-09-27 21:57:46.724;2022-09-27 23:31:07.065
3779;12345678A;5567JJL;36,04155175;4;4;2643;2022-09-28 00:46:39.042;2022-09-28 01:38:33.076
3780;87654321V;3445DKM;60,22320501;2;3;3033;2022-09-28 02:29:32.444;2022-09-28 03:56:47.187
3781;44678910Y;1125LLV;26,23889804;3;7;2611;2022-09-28 06:20:59.308;2022-09-28 06:44:25.629
3782;44678910Y;3445DKM;72,8093261;3;4;3008;2022-09-28 12:39:56.327;2022-09-28 12:58:01.347
3783;12345678A;1125LLV;194,1987126;7;4;3044;2022-09-28 16:26:53.292;2022-09-28 18:13:45.624
3784;12345678A;5567JJL;143,918133;7;0;3024;2022-09-28 19:22:52.279;2022-09-28 19:30:23.979
3785;87654321V;1125LLV;155,9013595;3;7;3096;2022-09-28 20:27:39.465;2022-09-28 20:33:56.764
3786;44678910Y;3445DKM;73,51463964;4;4;2731;2022-09-29 06:37:24.572;2022-09-29 08:19:53.462
3787;44678910Y;3445DKM;60,93449812;7;5;2927;2022-09-29 16:56:08.596;2022-09-29 18:47:11.467
3788;12345678A;5567JJL;191,042235;4;5;3034;2022-09-30 00:48:36.439;2022-09-30 01:28:09.280
3789;12345678A;5567JJL;165,036753;2;7;2627;2022-09-30 09:07:05.547;2022-09-30 09:55:15.327
3790;87654321V;3445DKM;118,4588344;6;7;2807;2022-09-30 20:15:51.892;2022-09-30 20:26:25.520
3791;44678910Y;5567JJL;44,05425619;1;2;2938;2022-09-30 23:52:32.950;2022-10-01 00:51:45.471
3792;44678910Y;5567JJL;163,0428235;2;6;2871;2022-10-01 09:08:05.379;2022-10-01 09:39:22.026
3793;12345678A;3445DKM;70,51241829;10;6;2582;2022-10-01 13:09:46.535;2022-10-01 13:34:31.738
3794;12345678A;3445DKM;154,4669517;5;7;2685;2022-10-02 00:29:23.910;2022-10-02 01:25:47.928
3795;12345678A;3445DKM;99,30872687;4;1;2590;2022-10-02 02:37:44.307;2022-10-02 04:20:41.749
3796;12345678A;1125LLV;146,7671186;7;4;3071;2022-10-02 10:26:23.880;2022-10-02 11:25:42.564
3797;12345678A;5567JJL;124,3534307;0;6;2829;2022-10-02 17:13:41.883;2022-10-02 17:22:07.857
3798;12345678A;5567JJL;62,1014148;4;4;2920;2022-10-02 23:41:33.815;2022-10-02 23:53:51.560
3799;87654321V;3445DKM;101,3020684;5;0;3056;2022-10-03 07:19:17.165;2022-10-03 07:47:07.550
3800;44678910Y;5567JJL;115,0498656;0;2;2797;2022-10-03 17:42:20.611;2022-10-03 19:26:11.985
3801;44678910Y;5567JJL;152,4511221;1;2;2834;2022-10-03 23:56:47.037;2022-10-04 00:11:40.275
3802;12345678A;3445DKM;142,2570255;1;1;2795;2022-10-04 02:01:40.588;2022-10-04 03:06:14.670
3803;12345678A;3445DKM;77,08768744;5;4;2771;2022-10-04 07:16:31.152;2022-10-04 08:46:28.954
3804;12345678A;3445DKM;24,82744936;2;5;2877;2022-10-04 17:26:48.770;2022-10-04 18:39:00.239
3805;12345678A;1125LLV;15,77787055;5;1;2787;2022-10-05 02:44:33.984;2022-10-05 03:52:55.968
3806;87654321V;3445DKM;99,63968213;0;7;2921;2022-10-05 13:51:41.868;2022-10-05 15:00:50.544
3807;44678910Y;3445DKM;196,4784522;5;5;3089;2022-10-05 17:19:29.070;2022-10-05 17:47:20.338
3808;12345678A;3445DKM;150,0923847;3;4;2526;2022-10-06 01:08:18.974;2022-10-06 02:36:46.118
3809;12345678A;5567JJL;119,1588779;6;7;2500;2022-10-06 06:39:51.017;2022-10-06 06:45:10.906
3810;87654321V;3445DKM;156,9827044;7;0;2676;2022-10-06 11:47:46.481;2022-10-06 13:07:11.083
3811;44678910Y;1125LLV;98,64601803;6;2;2587;2022-10-06 18:02:27.565;2022-10-06 19:28:28.802
3812;44678910Y;3445DKM;175,472245;6;4;2674;2022-10-07 05:15:03.956;2022-10-07 05:36:31.344
3813;12345678A;1125LLV;118,4686919;7;3;2680;2022-10-07 15:59:57.212;2022-10-07 16:17:06.197
3814;12345678A;5567JJL;186,177172;7;7;2595;2022-10-07 19:15:17.801;2022-10-07 20:47:49.622
3815;87654321V;1125LLV;192,9805882;6;5;3099;2022-10-08 01:30:16.566;2022-10-08 03:05:57.350
3816;44678910Y;3445DKM;68,40919974;2;4;2868;2022-10-08 12:43:06.684;2022-10-08 12:43:19.738
3817;44678910Y;3445DKM;71,61924869;5;6;2510;2022-10-08 15:43:43.164;2022-10-08 16:10:29.435
3818;12345678A;5567JJL;129,3740511;5;5;2830;2022-10-09 01:16:52.536;2022-10-09 01:17:47.375
3819;12345678A;5567JJL;115,7313213;0;2;2845;2022-10-09 02:31:07.307;2022-10-09 03:34:02.211
3820;87654321V;3445DKM;155,5073167;5;6;2750;2022-10-09 06:55:40.777;2022-10-09 06:56:58.447
3821;44678910Y;1125LLV;100,6560851;2;4;2916;2022-10-09 17:46:18.785;2022-10-09 19:20:09.700
3822;44678910Y;3445DKM;141,4251494;1;5;2839;2022-10-10 01:57:34.503;2022-10-10 02:30:25.098
3823;12345678A;1125LLV;80,19384617;2;1;2516;2022-10-10 07:05:13.302;2022-10-10 08:56:46.530
3824;12345678A;5567JJL;186,0172993;6;2;2958;2022-10-10 14:13:49.411;2022-10-10 16:12:32.125
3825;87654321V;1125LLV;187,4943499;7;4;2925;2022-10-10 18:58:12.978;2022-10-10 19:06:04.566
3826;44678910Y;3445DKM;9,512541261;1;3;3014;2022-10-11 01:53:40.845;2022-10-11 03:15:29.270
3827;44678910Y;3445DKM;129,5451151;7;4;2700;2022-10-11 05:02:28.621;2022-10-11 06:22:51.211
3828;12345678A;5567JJL;122,9800997;1;1;2518;2022-10-11 06:52:56.407;2022-10-11 07:04:03.275
3829;12345678A;5567JJL;79,78197845;0;1;2749;2022-10-11 12:55:57.812;2022-10-11 13:53:45.787
3830;87654321V;3445DKM;94,73222145;5;5;2639;2022-10-11 14:01:10.480;2022-10-11 15:12:01.640
3831;44678910Y;5567JJL;159,0666885;5;1;2754;2022-10-11 15:50:04.457;2022-10-11 17:07:12.228
3832;44678910Y;5567JJL;140,8125366;2;3;2649;2022-10-11 20:32:55.835;2022-10-11 21:45:49.731
3833;12345678A;3445DKM;37,24767584;3;5;2530;2022-10-12 02:57:24.579;2022-10-12 04:42:42.348
3834;12345678A;3445DKM;93,79407933;5;7;2651;2022-10-12 10:08:23.645;2022-10-12 10:41:24.712
3835;12345678A;3445DKM;68,13023392;1;0;2593;2022-10-12 19:14:22.064;2022-10-12 19:38:04.618
3836;12345678A;1125LLV;11,2016892;7;3;2958;2022-10-13 01:43:10.010;2022-10-13 03:18:58.138
3837;12345678A;5567JJL;159,9965545;3;1;2756;2022-10-13 04:36:26.388;2022-10-13 05:31:19.049
3838;12345678A;5567JJL;99,4711602;4;6;2705;2022-10-13 15:51:24.652;2022-10-13 16:14:27.657
3839;87654321V;3445DKM;49,15030181;0;8;3017;2022-10-13 21:15:19.697;2022-10-13 22:22:33.308
3840;44678910Y;5567JJL;197,3043563;2;5;2610;2022-10-14 01:49:40.418;2022-10-14 02:40:58.462
3841;44678910Y;5567JJL;129,9495114;7;2;2562;2022-10-14 07:45:38.203;2022-10-14 09:27:53.377
3842;12345678A;3445DKM;100,3722651;6;2;2790;2022-10-14 12:40:13.210;2022-10-14 13:02:58.211
3843;12345678A;3445DKM;116,5148837;7;1;3001;2022-10-14 23:15:56.870;2022-10-15 00:41:31.959
3844;12345678A;3445DKM;137,9310955;4;4;2581;2022-10-15 02:07:16.701;2022-10-15 02:59:46.493
3845;12345678A;1125LLV;37,20137066;6;3;2972;2022-10-15 07:39:00.447;2022-10-15 08:20:14.035
3846;87654321V;3445DKM;75,44294847;1;5;2763;2022-10-15 18:29:48.146;2022-10-15 19:09:46.291
3847;44678910Y;3445DKM;131,9581141;6;2;2813;2022-10-16 02:09:26.208;2022-10-16 03:51:27.670
3848;12345678A;3445DKM;22,05048114;6;2;2581;2022-10-16 11:57:56.026;2022-10-16 12:27:25.004
3849;12345678A;5567JJL;17,78569483;0;0;2742;2022-10-16 22:36:19.857;2022-10-16 23:45:51.988
3850;87654321V;3445DKM;160,8087626;3;1;3097;2022-10-17 08:12:50.719;2022-10-17 10:07:42.611
3851;44678910Y;1125LLV;156,5269366;1;2;3094;2022-10-17 19:05:30.669;2022-10-17 19:32:49.398
3852;44678910Y;3445DKM;30,96163188;1;2;2952;2022-10-18 00:24:36.319;2022-10-18 01:06:43.184
3853;12345678A;1125LLV;7,184056201;3;5;2623;2022-10-18 01:52:45.085;2022-10-18 03:33:33.338
3854;12345678A;5567JJL;138,5929664;4;1;2576;2022-10-18 08:48:41.453;2022-10-18 10:15:39.112
3855;87654321V;1125LLV;142,1806488;4;7;2601;2022-10-18 15:25:01.829;2022-10-18 16:34:03.951
3856;44678910Y;3445DKM;74,52387686;4;3;2959;2022-10-19 00:40:05.051;2022-10-19 00:54:35.043
3857;44678910Y;3445DKM;53,28118914;1;3;2977;2022-10-19 09:36:11.901;2022-10-19 10:52:28.442
3858;12345678A;5567JJL;8,689009176;2;0;2805;2022-10-19 20:38:58.465;2022-10-19 22:25:27.714
3859;12345678A;5567JJL;158,8487866;5;7;2583;2022-10-20 01:29:56.778;2022-10-20 03:18:55.550
3860;87654321V;3445DKM;53,76390225;6;6;2715;2022-10-20 04:52:07.523;2022-10-20 05:26:41.480
3861;44678910Y;1125LLV;67,24685154;3;5;3090;2022-10-20 06:27:57.037;2022-10-20 06:48:03.087
3862;44678910Y;3445DKM;42,94176491;6;6;2887;2022-10-20 13:37:38.805;2022-10-20 13:42:11.957
3863;12345678A;1125LLV;130,8128147;0;3;2790;2022-10-20 17:00:49.623;2022-10-20 17:17:18.017
3864;12345678A;5567JJL;140,4148956;2;3;2643;2022-10-20 20:31:12.912;2022-10-20 20:40:59.951
3865;87654321V;1125LLV;158,1712463;1;7;2638;2022-10-21 04:32:25.675;2022-10-21 05:44:07.264
3866;44678910Y;3445DKM;167,942561;1;7;2621;2022-10-21 11:13:45.606;2022-10-21 12:01:32.426
3867;44678910Y;3445DKM;155,084457;6;5;2701;2022-10-21 13:31:56.378;2022-10-21 14:06:46.418
3868;12345678A;5567JJL;31,38510823;6;0;2567;2022-10-21 21:16:01.594;2022-10-21 21:40:03.417
3869;12345678A;5567JJL;197,2430293;2;5;2957;2022-10-22 02:15:41.661;2022-10-22 04:01:17.829
3870;87654321V;3445DKM;158,7227074;9;4;2794;2022-10-22 05:47:50.809;2022-10-22 07:18:38.077
3871;44678910Y;5567JJL;135,4927284;0;4;2804;2022-10-22 15:31:39.381;2022-10-22 16:13:26.539
3872;44678910Y;5567JJL;177,0968234;2;3;2897;2022-10-22 23:57:14.734;2022-10-23 01:25:44.423
3873;12345678A;3445DKM;137,4724817;0;4;3008;2022-10-23 02:20:33.909;2022-10-23 03:24:52.886
3874;12345678A;3445DKM;48,57086103;4;2;2633;2022-10-23 04:17:46.263;2022-10-23 04:31:51.420
3875;12345678A;3445DKM;44,83311709;7;3;2597;2022-10-23 12:55:50.104;2022-10-23 13:13:54.242
3876;12345678A;1125LLV;79,13266088;7;7;2563;2022-10-23 21:38:41.716;2022-10-23 22:23:10.368
3877;12345678A;5567JJL;136,7094636;1;4;2678;2022-10-24 00:36:05.553;2022-10-24 01:25:37.757
3878;12345678A;5567JJL;89,30784845;2;2;2959;2022-10-24 08:01:27.720;2022-10-24 09:05:02.300
3879;87654321V;3445DKM;143,2339206;5;5;2640;2022-10-24 11:00:27.035;2022-10-24 12:35:08.046
3880;44678910Y;5567JJL;117,2025974;2;7;2666;2022-10-24 17:53:34.751;2022-10-24 19:37:31.440
